Proteins,Shigella,Salmonella,Entry name,Status,Protein names,Length
Q6Y7W6,1,1,GGYF2_HUMAN,reviewed,GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein),1299
Q6ZMU5,1,0,TRI72_HUMAN,reviewed,Tripartite motif-containing protein 72 (Mitsugumin-53) (Mg53),477
Q6ZN18,0,1,AEBP2_HUMAN,reviewed,Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2),517
Q6ZNB6,1,0,NFXL1_HUMAN,reviewed,NF-X1-type zinc finger protein NFXL1 (Ovarian zinc finger protein) (hOZFP),911
Q6ZNJ1,1,0,NBEL2_HUMAN,reviewed,Neurobeachin-like protein 2,2754
Q6ZRS2,1,0,SRCAP_HUMAN,reviewed,Helicase SRCAP (EC 3.6.4.-) (Domino homolog 2) (Snf2-related CBP activator),3230
Q6ZRV2,1,1,FA83H_HUMAN,reviewed,Protein FAM83H,1179
Q6ZSR9,1,0,YJ005_HUMAN,reviewed,Uncharacterized protein FLJ45252,355
Q6ZSS7,1,0,MFSD6_HUMAN,reviewed,Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2 homolog),791
Q6ZSZ5,1,0,ARHGI_HUMAN,reviewed,Rho guanine nucleotide exchange factor 18 (114 kDa Rho-specific guanine nucleotide exchange factor) (p114-Rho-GEF) (p114RhoGEF) (Septin-associated RhoGEF) (SA-RhoGEF),1361
Q6ZUM4,1,0,RHG27_HUMAN,reviewed,Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20),889
Q6ZUT6,0,1,CCD9B_HUMAN,reviewed,Coiled-coil domain-containing protein 9B,534
Q6ZVM7,1,0,TM1L2_HUMAN,reviewed,TOM1-like protein 2 (Target of Myb-like protein 2),507
Q70CQ2,1,1,UBP34_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34),3546
Q70E73,0,1,RAPH1_HUMAN,reviewed,Ras-associated and pleckstrin homology domains-containing protein 1 (RAPH1) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 18 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 9 protein) (Lamellipodin) (Proline-rich EVH1 ligand 2) (PREL-2) (Protein RMO1),1250
Q71F56,1,0,MD13L_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 13-like (Mediator complex subunit 13-like) (Thyroid hormone receptor-associated protein 2) (Thyroid hormone receptor-associated protein complex 240 kDa component-like),2210
Q71RC2,1,1,LARP4_HUMAN,reviewed,La-related protein 4 (La ribonucleoprotein domain family member 4),724
Q71RG4,1,0,TMUB2_HUMAN,reviewed,Transmembrane and ubiquitin-like domain-containing protein 2,321
Q71U36,0,1,TBA1A_HUMAN,reviewed,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain],451
Q7KYR7,1,0,BT2A1_HUMAN,reviewed,Butyrophilin subfamily 2 member A1,527
Q7KZ85,1,0,SPT6H_HUMAN,reviewed,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),1726
Q7KZF4,1,1,SND1_HUMAN,reviewed,Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator),910
Q7KZI7,1,1,MARK2_HUMAN,reviewed,Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b),788
Q7L014,1,1,DDX46_HUMAN,reviewed,Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog),1031
Q7L1Q6,1,1,BZW1_HUMAN,reviewed,Basic leucine zipper and W2 domain-containing protein 1 (Protein Orf),419
Q7L2H7,1,1,EIF3M_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Fetal lung protein B5) (hFL-B5) (PCI domain-containing protein 1),374
Q7L2J0,1,1,MEPCE_HUMAN,reviewed,7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog),689
Q7L4I2,1,1,RSRC2_HUMAN,reviewed,Arginine/serine-rich coiled-coil protein 2,434
Q7L576,1,0,CYFP1_HUMAN,reviewed,Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1) (p140sra-1),1253
Q7L7X3,1,0,TAOK1_HUMAN,reviewed,Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1),1001
Q7L8J4,1,1,3BP5L_HUMAN,reviewed,SH3 domain-binding protein 5-like (SH3BP-5-like),393
Q7LBC6,1,0,KDM3B_HUMAN,reviewed,Lysine-specific demethylase 3B (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) (Nuclear protein 5qNCA) ([histone H3]-dimethyl-L-lysine(9) demethylase 3B),1761
Q7LBR1,1,1,CHM1B_HUMAN,reviewed,Charged multivesicular body protein 1b (CHMP1.5) (Chromatin-modifying protein 1b) (CHMP1b) (Vacuolar protein sorting-associated protein 46-2) (Vps46-2) (hVps46-2),199
Q7RTV0,1,0,PHF5A_HUMAN,reviewed,PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b),110
Q7Z2W4,1,1,ZCCHV_HUMAN,reviewed,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP),902
Q7Z309,1,1,F122B_HUMAN,reviewed,Protein FAM122B,247
Q7Z333,0,1,SETX_HUMAN,reviewed,Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin),2677
Q7Z3C6,1,1,ATG9A_HUMAN,reviewed,Autophagy-related protein 9A (APG9-like 1) (mATG9),839
Q7Z3K3,1,0,POGZ_HUMAN,reviewed,Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635),1410
Q7Z3T8,1,0,ZFY16_HUMAN,reviewed,Zinc finger FYVE domain-containing protein 16 (Endofin) (Endosome-associated FYVE domain protein),1539
Q7Z417,1,1,NUFP2_HUMAN,reviewed,Nuclear fragile X mental retardation-interacting protein 2 (82 kDa FMRP-interacting protein) (82-FIP) (Cell proliferation-inducing gene 1 protein) (FMRP-interacting protein 2),695
Q7Z422,1,1,SZRD1_HUMAN,reviewed,SUZ domain-containing protein 1 (Putative MAPK-activating protein PM18/PM20/PM22),152
Q7Z460,1,1,CLAP1_HUMAN,reviewed,CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1),1538
Q7Z478,0,1,DHX29_HUMAN,reviewed,ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29) (Nucleic acid helicase DDXx),1369
Q7Z4G1,0,1,COMD6_HUMAN,reviewed,COMM domain-containing protein 6,85
Q7Z4H7,1,1,HAUS6_HUMAN,reviewed,HAUS augmin-like complex subunit 6,955
Q7Z4S6,1,1,KI21A_HUMAN,reviewed,Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62),1674
Q7Z4V5,1,1,HDGR2_HUMAN,reviewed,Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),671
Q7Z569,1,0,BRAP_HUMAN,reviewed,BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING finger protein 52) (RING-type E3 ubiquitin transferase BRAP2) (Renal carcinoma antigen NY-REN-63),592
Q7Z5K2,1,1,WAPL_HUMAN,reviewed,Wings apart-like protein homolog (Friend of EBNA2 protein) (WAPL cohesin release factor),1190
Q7Z5L9,1,1,I2BP2_HUMAN,reviewed,Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2),587
Q7Z6E9,1,1,RBBP6_HUMAN,reviewed,E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis),1792
Q7Z6J0,1,0,SH3R1_HUMAN,reviewed,E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING finger protein 142) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1) (SH3 multiple domains protein 2),888
Q7Z6Z7,1,1,HUWE1_HUMAN,reviewed,E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1),4374
Q7Z6Z7-2,1,0,HUWE1_HUMAN,reviewed,E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1),
Q7Z7H5,0,1,TMED4_HUMAN,reviewed,Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3) (p24alpha3),227
Q86SQ0,1,0,PHLB2_HUMAN,reviewed,Pleckstrin homology-like domain family B member 2 (Protein LL5-beta),1253
Q86TB9,1,1,PATL1_HUMAN,reviewed,Protein PAT1 homolog 1 (PAT1-like protein 1) (Protein PAT1 homolog b) (Pat1b) (hPat1b),770
Q86TC9,0,1,MYPN_HUMAN,reviewed,Myopalladin (145 kDa sarcomeric protein),1320
Q86TG7,1,1,PEG10_HUMAN,reviewed,Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein),708
Q86U06,0,1,RBM23_HUMAN,reviewed,Probable RNA-binding protein 23 (CAPER beta) (CAPERbeta) (RNA-binding motif protein 23) (RNA-binding region-containing protein 4) (Splicing factor SF2),439
Q86U42,1,0,PABP2_HUMAN,reviewed,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1),306
Q86U86,1,0,PB1_HUMAN,reviewed,Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D),1689
Q86U90,0,1,YRDC_HUMAN,reviewed,YrdC domain-containing protein, mitochondrial (Dopamine receptor-interacting protein 3) (Ischemia/reperfusion-inducible protein homolog) (hIRIP),279
Q86UE4,1,1,LYRIC_HUMAN,reviewed,Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),582
Q86UP2,1,1,KTN1_HUMAN,reviewed,Kinectin (CG-1 antigen) (Kinesin receptor),1357
Q86UP2-2,1,0,KTN1_HUMAN,reviewed,Kinectin (CG-1 antigen) (Kinesin receptor),
Q86UU0,0,1,BCL9L_HUMAN,reviewed,B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (Protein BCL9-2),1499
Q86UU1,1,1,PHLB1_HUMAN,reviewed,Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha),1377
Q86V48,1,1,LUZP1_HUMAN,reviewed,Leucine zipper protein 1,1076
Q86V81,0,1,THOC4_HUMAN,reviewed,THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF),257
Q86VM9,1,1,ZCH18_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1),953
Q86VQ1,0,1,GLCI1_HUMAN,reviewed,Glucocorticoid-induced transcript 1 protein,547
Q86W50,1,0,MET16_HUMAN,reviewed,RNA N6-adenosine-methyltransferase METTL16 (Methyltransferase 10 domain-containing protein) (Methyltransferase-like protein 16) (N6-adenosine-methyltransferase METTL16) (EC 2.1.1.348) (U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase) (EC 2.1.1.346),562
Q86W92,1,0,LIPB1_HUMAN,reviewed,Liprin-beta-1 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 1) (PTPRF-interacting protein-binding protein 1) (hSGT2),1011
Q86WB0,1,1,NIPA_HUMAN,reviewed,Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase) (hNIPA) (Zinc finger C3HC-type protein 1),502
Q86WC4,0,1,OSTM1_HUMAN,reviewed,Osteopetrosis-associated transmembrane protein 1 (Chloride channel 7 beta subunit),334
Q86WR7,1,1,PRSR2_HUMAN,reviewed,Proline and serine-rich protein 2,435
Q86X02,0,1,CDR2L_HUMAN,reviewed,Cerebellar degeneration-related protein 2-like (Paraneoplastic 62 kDa antigen),465
Q86X55,1,1,CARM1_HUMAN,reviewed,Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4),608
Q86XL3,1,1,ANKL2_HUMAN,reviewed,Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4),938
Q86XP3,0,1,DDX42_HUMAN,reviewed,ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125),938
Q86Y82,1,0,STX12_HUMAN,reviewed,Syntaxin-12,276
Q86YD1,1,0,PTOV1_HUMAN,reviewed,Prostate tumor-overexpressed gene 1 protein (PTOV-1) (Activator interaction domain-containing protein 2),416
Q86YP4,1,0,P66A_HUMAN,reviewed,Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A),633
Q86YS7,1,1,C2CD5_HUMAN,reviewed,C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa),1000
Q86YT6,1,0,MIB1_HUMAN,reviewed,E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1) (Zinc finger ZZ type with ankyrin repeat domain protein 2),1006
Q8IU81,1,1,I2BP1_HUMAN,reviewed,Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1),584
Q8IUD2,1,0,RB6I2_HUMAN,reviewed,ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2),1116
Q8IUF8,1,0,RIOX2_HUMAN,reviewed,Ribosomal oxygenase 2 (60S ribosomal protein L27a histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.-) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen) (Mineral dust-induced gene protein) (Nucleolar protein 52) (Ribosomal oxygenase MINA) (ROX),465
Q8IV08,0,1,PLD3_HUMAN,reviewed,5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3) (PLD 3),490
Q8IV50,0,1,LYSM2_HUMAN,reviewed,LysM and putative peptidoglycan-binding domain-containing protein 2,215
Q8IV63,1,0,VRK3_HUMAN,reviewed,Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3),474
Q8IVF2,1,1,AHNK2_HUMAN,reviewed,Protein AHNAK2,5795
Q8IVM0,1,1,CCD50_HUMAN,reviewed,Coiled-coil domain-containing protein 50 (Protein Ymer),306
Q8IVT2,1,1,MISP_HUMAN,reviewed,Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein),679
Q8IVT5,1,1,KSR1_HUMAN,reviewed,Kinase suppressor of Ras 1 (EC 2.7.11.1),923
Q8IWA0,1,0,WDR75_HUMAN,reviewed,WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog),830
Q8IWA4,1,0,MFN1_HUMAN,reviewed,Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1),741
Q8IWA5,1,0,CTL2_HUMAN,reviewed,Choline transporter-like protein 2 (Solute carrier family 44 member 2),706
Q8IWC1,0,1,MA7D3_HUMAN,reviewed,MAP7 domain-containing protein 3,876
Q8IWS0,1,1,PHF6_HUMAN,reviewed,PHD finger protein 6 (PHD-like zinc finger protein),365
Q8IWT3,1,0,CUL9_HUMAN,reviewed,Cullin-9 (CUL-9) (UbcH7-associated protein 1) (p53-associated parkin-like cytoplasmic protein),2517
Q8IWV8,1,1,UBR2_HUMAN,reviewed,E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II),1755
Q8IWV8-4,1,0,UBR2_HUMAN,reviewed,E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II),
Q8IWW6,1,1,RHG12_HUMAN,reviewed,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),846
Q8IWX8,0,1,CHERP_HUMAN,reviewed,Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6),916
Q8IWZ3,0,1,ANKH1_HUMAN,reviewed,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),2542
Q8IWZ8,1,0,SUGP1_HUMAN,reviewed,SURP and G-patch domain-containing protein 1 (RNA-binding protein RBP) (Splicing factor 4),645
Q8IX12,1,0,CCAR1_HUMAN,reviewed,Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain),1150
Q8IXI2,1,0,MIRO1_HUMAN,reviewed,Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1),618
Q8IXJ6,1,0,SIR2_HUMAN,reviewed,NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2),389
Q8IXJ9,1,0,ASXL1_HUMAN,reviewed,Polycomb group protein ASXL1 (Additional sex combs-like protein 1),1541
Q8IXM2,1,0,BAP18_HUMAN,reviewed,Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa),172
Q8IXQ4,1,1,GPAM1_HUMAN,reviewed,GPALPP motifs-containing protein 1 (Lipopolysaccharide-specific response protein 7),340
Q8IXT5,1,0,RB12B_HUMAN,reviewed,RNA-binding protein 12B (RNA-binding motif protein 12B),1001
Q8IY18,1,0,SMC5_HUMAN,reviewed,Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5),1101
Q8IY22,1,1,CMIP_HUMAN,reviewed,C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip),773
Q8IY33,0,1,MILK2_HUMAN,reviewed,MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2),904
Q8IY37,1,0,DHX37_HUMAN,reviewed,Probable ATP-dependent RNA helicase DHX37 (EC 3.6.4.13) (DEAH box protein 37),1157
Q8IY63,1,0,AMOL1_HUMAN,reviewed,Angiomotin-like protein 1,956
Q8IY67,1,1,RAVR1_HUMAN,reviewed,Ribonucleoprotein PTB-binding 1 (Protein raver-1),606
Q8IY81,0,1,SPB1_HUMAN,reviewed,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3),847
Q8IY95-2,1,0,TM192_HUMAN,reviewed,Transmembrane protein 192,
Q8IYB3,1,1,SRRM1_HUMAN,reviewed,Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein),904
Q8IYN2,1,0,TCAL8_HUMAN,reviewed,Transcription elongation factor A protein-like 8 (TCEA-like protein 8) (Transcription elongation factor S-II protein-like 8),117
Q8IYT2,1,0,CMTR2_HUMAN,reviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (HMTr2) (MTr2) (FtsJ methyltransferase domain-containing protein 1) (Protein adrift homolog),770
Q8IYW5,1,1,RN168_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF168 (hRNF168) (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168),571
Q8IZ07,1,1,AN13A_HUMAN,reviewed,Ankyrin repeat domain-containing protein 13A (Protein KE03),590
Q8IZ21,1,1,PHAR4_HUMAN,reviewed,Phosphatase and actin regulator 4,702
Q8IZ52,1,0,CHSS2_HUMAN,reviewed,Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2),775
Q8IZ73,1,1,RUSD2_HUMAN,reviewed,RNA pseudouridylate synthase domain-containing protein 2,545
Q8IZL8,1,0,PELP1_HUMAN,reviewed,Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3),1130
Q8IZP0,1,0,ABI1_HUMAN,reviewed,Abl interactor 1 (Abelson interactor 1) (Abi-1) (Abl-binding protein 4) (AblBP4) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Nap1-binding protein) (Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1),508
Q8IZT6,0,1,ASPM_HUMAN,reviewed,Abnormal spindle-like microcephaly-associated protein (Abnormal spindle protein homolog) (Asp homolog),3477
Q8N0X7,0,1,SPART_HUMAN,reviewed,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1),666
Q8N122,1,1,RPTOR_HUMAN,reviewed,Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein),1335
Q8N163,0,1,CCAR2_HUMAN,reviewed,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),923
Q8N183,1,1,NDUF2_HUMAN,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 (B17.2-like) (B17.2L) (Mimitin) (Myc-induced mitochondrial protein) (MMTN) (NDUFA12-like protein),169
